log,n_traces,n_variants,ratio_variants_per_number_of_traces,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,coverage_variants,rel_coverage_variants,heterogeneity_rate_variants,similarity_rate_variants,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,rel_unique_start_activities,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,rel_unique_end_activities,eventropy_trace,eventropy_prefix,eventropy_prefix_flattened,eventropy_global_block,eventropy_global_block_flattened,eventropy_lempel_ziv,eventropy_lempel_ziv_flattened,eventropy_k_block_diff_1,eventropy_k_block_diff_3,eventropy_k_block_diff_5,eventropy_k_block_ratio_1,eventropy_k_block_ratio_3,eventropy_k_block_ratio_5,eventropy_knn_3,eventropy_knn_5,eventropy_knn_7,epa_variant_entropy,epa_normalized_variant_entropy,epa_sequence_entropy,epa_normalized_sequence_entropy,epa_sequence_entropy_linear_forgetting,epa_normalized_sequence_entropy_linear_forgetting,epa_sequence_entropy_exponential_forgetting,epa_normalized_sequence_entropy_exponential_forgetting,simple_trace_diversity,advanced_trace_diversity,distinct_activities_min,distinct_activities_max,distinct_activities_mean,distinct_activities_std,event_density,distinct_activities_non_overlap,complexity_factor,n_traces_with_loop,avg_traces_with_loop,avg_loops_per_trace,max_loops_per_trace,avg_loop_size_per_trace,max_loop_size_per_trace,n_traces_with_repetition,avg_traces_with_repetition,number_of_successions,number_of_ties,structure,average_affinity,lempel_ziv_complexity,deviation_from_random,n_nodes_dfg,n_edges_dfg,coeff_of_connectivity_dfg,avg_node_degree_dfg,max_node_degree_dfg,density_dfg,structure_dfg,cyclomatic_number_dfg,n_cut_vertices_dfg,separability_ratio_dfg,sequentiality_ratio_dfg,cyclicity_dfg,average_edit_distance
pdc2023_10000110.xes,1000,1000,1.0,20412,19,22,20.412,20.0,20,0.621494971821977,0.386256,20.0,21.0,1.0,20.40255461638168,1.0308999464460091,20.393124046322917,0.1360225696780879,-0.2117662189341222,0.0304475294837339,6.9072921936115135,0.1466666666666663,0.0,0.0,1.759999999999996,0.0,0.0,1.3333333333333302,0.0,0.0,0.0933333333333331,1.566390580324219,0.6264173830438611,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1.0,0.0,,,800,0.8,1.0,0.3545179946868997,25,60,1937,816.48,997.0,436.7893881494833,190784.9696,499.0,1001.0,502.0,0.3937274104771355,0.072944929236681,8,1,991,125.0,1.0,327.3178882982108,107137.0,1.0,1.5,0.5,2.267768712250369,3.142811399856045,0.008,8,1,989,125.0,1.0,326.562398325343,106643.0,1.0,3.0,2.0,2.2677564768137963,3.142780569016594,0.008,9.966,12.495,12.495,15.37,15.37,2.768,2.768,4.42,2.314,1.114,4.42,3.199,2.491,5.59,5.071,4.742,100420.7706003062,0.7198696651487527,129735.37438857932,0.6404591322367533,65029.35699761931,0.3210276745944755,82387.90634378266,0.4067208905236487,0.2634965034965034,0.6554044736486437,0,19,18.412587412587413,0.8074338667359986,0.9020471983434948,0.2171705049004857,366.4487573308677,165,0.165,0.171,2,1.0363636363636364,1,974,0.974,407,60,0.99994,0.1253385863174049,4608,0.901994877262788,27,423,15.666666666666666,31.33333333333333,47,0.6025641025641025,0.419753086419753,397,0,0.0,0.0,0.925925925925926,20.72641041041041
pdc2022_0011001.xes,1000,199,0.199,4190,1,8,4.19,4.0,4,1.5046261994262895,2.2639,3.0,5.0,2.0,3.8782549620438234,1.5199669725193123,3.5112506322341166,0.0571636881013271,-0.4681493466141284,0.3590993316053196,6.839717564454141,0.0285714285714285,0.2185714285714285,0.1785714285714286,0.0,0.4057142857142856,0.3314285714285718,0.0,0.1714285714285713,0.0785714285714285,0.0157142857142857,0.6166723620722132,-0.8887233411448356,0.138,0.138,0.455,0.712,0.798,0.9,0.95,5.025125628140704,13.192977112263936,6.145983724162556,51.45097387438511,800,4.0201005025125625,0.7662843588032355,0.352628220467393,12,175,998,349.1666666666667,226.0,230.41152797163213,53089.47222222222,203.75,479.0,275.25,1.7717293521787458,2.3804653378428746,8,1,947,125.0,5.5,310.77765363680834,96582.75,1.0,18.75,17.75,2.2651462859263667,3.136162299171056,0.0402010050251256,12,2,203,83.33333333333333,14.5,91.57176906060562,8385.388888888889,2.75,192.25,189.5,0.3586873280268326,-1.828668881766488,0.0603015075376884,5.797,5.281,6.682,6.878,7.805,0.661,2.204,3.331,0.84,0.274,3.331,1.814,1.265,3.591,3.207,2.961,1869.58546388534,0.8411714968572249,11523.24983179241,0.3297396393206052,5790.821638321687,0.1657052885481992,7307.235302830204,0.2090977084032583,0.6570096570096571,0.9320971434642412,0,8,4.115884115884116,1.492758893272453,0.9823112448410776,0.6509304373005165,62.216931600689335,35,0.035,0.035,1,1.0,1,35,0.035,82,18,0.9995454660235852,0.1440009801675784,870,0.7546632600953112,14,102,7.285714285714286,14.571428571428571,24,0.5604395604395604,0.4795918367346938,89,0,0.0,0.0,0.8571428571428571,5.02990990990991
pdc2022_1001002.xes,1000,76,0.076,3815,1,7,3.815,2.0,2,2.226830707530323,4.958774999999999,2.0,6.0,4.0,3.13268514216267,1.9184226987586297,2.5436970820160614,0.2748917647772005,-1.6231583388125677,0.5837039862464805,6.732993641921011,0.1633333333333333,0.7183333333333333,0.0,0.0,0.0,0.0266666666666666,0.2183333333333331,0.0,0.2200000000000001,0.3199999999999997,1.505609526161838,1.4879759686890823,0.431,0.0,0.537,0.685,0.858,0.953,0.981,13.157894736842104,49.80965152499617,7.781208224402709,62.1786740028208,800,10.526315789473683,0.6269378640935971,0.4144269005847921,12,107,939,317.9166666666667,223.0,240.83378027640188,58000.90972222222,119.25,460.25,341.0,1.243606057256425,0.9485416833124756,4,5,939,250.0,28.0,398.1821191364575,158549.0,6.5,271.5,265.0,1.1480311006301798,-0.6720099848305647,0.0526315789473684,10,1,480,100.0,78.0,136.69162373752093,18684.6,2.25,119.25,117.0,1.9957113138813287,3.081559810935348,0.131578947368421,3.8,4.848,5.941,6.748,7.179,0.315,2.079,3.215,0.818,0.044,3.215,1.702,1.1,2.556,2.273,2.038,646.3973920502693,0.8020258897477682,9076.190274526602,0.2884888730919293,4692.32689933141,0.1491467298968312,5834.921584412693,0.1854643745395467,0.6824009324009324,0.9457588926444552,0,7,3.8111888111888113,2.228978765931993,0.999000999000999,0.5650531706345754,38.88116238614985,0,0.0,0.0,0,0.0,0,0,0.0,36,24,0.9958448753462604,0.2343769206435153,724,0.7520182874624987,14,50,3.571428571428572,7.142857142857143,14,0.2747252747252747,0.7448979591836735,37,0,0.0,0.0,0.3571428571428571,5.025059059059059
pdc2022_0101001.xes,1000,251,0.251,4795,1,31,4.795,3.0,2,3.5232052168444574,12.412975,2.0,7.0,5.0,3.7378000515891943,2.025657420704264,2.9796049238834743,1.5914038700045532,4.772236415540283,0.7347664685807002,6.669607379973067,0.171,0.0663333333333333,0.0646666666666666,0.02,0.0083333333333333,0.0013333333333333,0.0006666666666666,0.0006666666666666,0.0,0.0003333333333333,1.7514081817630944,1.9731537528272227,0.437,0.455,0.556,0.638,0.744,0.874,0.937,3.98406374501992,27.49631893182645,15.560555789715185,242.0443018795404,800,3.187250996015936,0.7998912404936793,0.4048485197519736,13,112,1011,368.84615384615387,239.0,284.82757163261107,81126.74556213018,124.0,510.0,386.0,0.9264858713818858,-0.399371952340978,7,1,964,142.85714285714286,3.0,335.32390676624834,112442.1224489796,1.5,14.5,13.0,2.038870258964442,2.161411693045454,0.0278884462151394,12,1,481,83.33333333333333,21.0,130.3088212243856,16980.388888888887,2.5,116.0,113.5,2.252712472245748,4.303508996375204,0.047808764940239,5.155,6.32,7.502,8.533,9.04,0.913,1.852,3.302,1.039,0.542,3.302,1.888,1.384,3.62,3.259,3.01,3647.825478543567,0.7813022932782928,16068.767506275302,0.3954006604478404,8166.306411177919,0.200946522322772,10254.879160256363,0.252339576834045,0.6803965265503726,1.3101296586334537,0,9,4.154845154845155,2.392336875373894,0.8664953399051419,0.5444565809521422,50.53991421216447,32,0.032,0.032,1,1.0,1,184,0.184,82,21,0.999666671957588,0.2583761020345347,919,0.7606156805072626,15,101,6.733333333333333,13.466666666666669,23,0.4809523809523809,0.5511111111111111,87,0,0.0,0.0,0.8666666666666667,6.588326326326326
pdc2025_12000011.xes,1000,974,0.974,25818,15,70,25.818,23.0,16,9.211670641094372,84.854876,20.0,32.0,12.0,24.381964757236627,1.3944854862961185,23.13045495964984,1.1790170732966256,1.6904737022934118,0.3567925726661388,6.848846460760049,0.0483636363636363,0.0447272727272727,0.0405454545454545,0.0221818181818181,0.0158181818181818,0.0045454545454545,0.0029090909090909,0.0012727272727272,0.001090909090909,0.0003636363636363,0.5590011832418829,-1.377348864888885,0.004,0.022,0.074,0.123,0.22,0.513,0.756,1.026694045174538,0.1903901614540601,8.800196402607366,95.08860330087752,800,0.8213552361396304,0.9961863189595386,0.3362969661599509,36,57,1782,717.1666666666666,673.0,486.5609188763292,236741.52777777775,345.75,1059.25,713.5,0.3579371524600559,-0.7452665701337549,6,1,988,166.66666666666666,2.0,367.3157890547164,134920.8888888889,1.0,5.25,4.25,1.7887590511935174,1.1998290041407582,0.0061601642710472,7,1,986,142.85714285714286,1.0,344.2160569722903,118484.693877551,1.0,5.0,4.0,2.0411312943588547,2.1664264393677177,0.0071868583162217,9.91,12.908,12.938,15.978,16.0,2.339,2.375,4.8,1.616,0.978,4.8,2.843,2.153,5.376,4.899,4.594,121614.83915800412,0.6887570528054655,163016.7547039458,0.621535692182468,81668.6068941453,0.3113787549489343,103456.07914744904,0.3944480791570899,0.4435564435564436,0.8084864214923225,0,31,20.03196803196803,3.2367422700076958,0.775891549770239,0.3440859754954233,321.83971430390545,7,0.007,0.007,1,1.0,1,766,0.766,672,142,0.9998503177059396,0.2042275046016572,4926,0.8739059033224147,38,685,18.026315789473685,36.05263157894737,54,0.4871977240398293,0.5256232686980609,648,0,0.0,0.0,0.9473684210526316,30.759863863863863
pdc2023_00111100.xes,1000,985,0.985,10104,6,13,10.104,10.0,10,1.6282456817077695,2.6511839999999998,9.0,11.0,2.0,9.967280503550835,1.1823384737940306,9.824956764301152,-0.1483268629039818,-0.7264615025305656,0.1611486224968101,6.894528905692018,0.0114285714285714,0.0685714285714285,0.1771428571428573,0.0,0.2700000000000003,0.2914285714285717,0.0,0.281428571428571,0.2428571428571425,0.0857142857142858,0.0214501957991895,-1.697463733418222,0.003,0.019,0.064,0.113,0.212,0.507,0.753,1.015228426395939,0.1304874640654589,9.243998759296346,94.1544048889305,800,0.8121827411167513,0.9978120768325373,0.3275154576856394,17,321,1000,594.3529411764706,507.0,257.76093373887693,66440.69896193771,355.0,826.0,471.0,0.6252141633133621,-1.2059597952191183,5,40,483,200.0,198.0,159.77108624529032,25526.8,54.0,225.0,171.0,0.7587533804032076,-0.6905561292080957,0.0050761421319796,8,1,693,125.0,31.0,221.68107722582008,49142.5,9.5,81.5,72.0,2.0194327204648204,2.4315712822569475,0.0081218274111675,9.935,11.214,11.224,12.07,12.08,2.599,2.631,3.958,2.136,0.977,3.958,2.943,2.28,5.4,4.919,4.615,40950.36399301818,0.7839507597933453,62797.65548227396,0.6740417976720331,31555.89935821093,0.3387068349481643,39900.28068707198,0.4282716721729246,0.4300993124522536,0.7370115276384567,0,13,9.688311688311687,1.568532101615854,0.9588590348685362,0.4909953907908814,225.91404323617616,86,0.086,0.087,2,1.0116279069767442,1,292,0.292,204,30,0.9999690793372672,0.0860429174183435,2532,0.8862433013320261,19,217,11.421052631578949,22.84210526315789,35,0.6345029239766082,0.3988919667590027,199,0,0.0,0.0,0.8947368421052632,11.024330330330333
pdc2022_1201102.xes,1000,270,0.27,5386,1,43,5.386,2.5,2,5.384515205661509,28.993004,2.0,8.0,6.0,3.651082062000219,2.3795500245817536,2.634567509170376,2.484392176824361,9.069144231833798,0.9997243233682712,6.527395579502041,0.1526190476190476,0.0464285714285714,0.0219047619047619,0.009047619047619,0.0033333333333333,0.0019047619047619,0.0004761904761904,0.0016666666666666,0.0002380952380952,0.0004761904761904,2.261107770514465,3.686532028571519,0.384,0.443,0.638,0.711,0.774,0.865,0.932,3.703703703703704,23.847377081976678,15.113335836583284,236.73632254549372,800,2.962962962962963,0.8104545880529959,0.4012996320242225,14,30,1172,384.7142857142857,240.5,346.5895943890634,120124.34693877547,156.5,438.0,281.5,1.068586842215668,-0.1406606894967792,5,1,931,200.0,7.0,366.140956463491,134059.2,2.0,59.0,57.0,1.4871584645264384,0.2320468350731137,0.0185185185185185,9,3,443,111.11111111111111,57.0,133.22449261340336,17748.765432098768,30.0,173.0,143.0,1.5853715874222294,1.4130243113282743,0.0333333333333333,5.175,7.443,8.757,9.924,10.423,1.033,1.697,3.265,0.886,0.629,3.265,1.727,1.315,3.85,3.442,3.164,6965.901775963951,0.7104792295663291,20674.745756159053,0.446788399439921,10668.246206698092,0.2305444866765393,13300.310922820096,0.2874243146370895,0.7189952904238619,1.6892562238681947,0,9,3.934065934065934,2.399976763051085,0.7304244214752941,0.6045715419185019,38.82524504299049,2,0.002,0.002,1,1.0,1,286,0.286,54,25,0.9996570644718792,0.2060903428181208,992,0.7386786732680423,16,68,4.25,8.5,19,0.2833333333333333,0.734375,53,0,0.0,0.0,0.4375,7.909935935935936
pdc2025_10110000.xes,1000,230,0.23,9626,7,14,9.626,8.0,8,2.7444715338294183,7.532124,8.0,13.0,5.0,9.27389726627355,1.3056300138785095,8.97093073406366,0.7244376040274708,-1.3402540412257578,0.2851102777715997,6.869136745427225,0.2428571428571428,0.7214285714285712,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999999999996,0.2442857142857145,1.6810510437850286,1.9118894234557209,0.182,0.354,0.716,0.755,0.804,0.885,0.942,4.3478260869565215,21.946988890530253,7.408114157232652,53.25086037267792,800,3.4782608695652173,0.7872426120058643,0.4568282296780396,16,324,1000,601.625,648.0,210.0207951013423,44108.734375,353.0,677.0,324.0,0.2275425902797395,-0.5589130631439363,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0043478260869565,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0043478260869565,4.717,7.375,9.421,9.852,11.469,0.784,2.137,3.91,0.939,0.52,3.91,2.019,1.458,3.48,3.042,2.806,9154.016748893788,0.7273059689836628,32181.08486662183,0.3644854665209537,16173.798618501522,0.1831856992799794,20416.354054811312,0.2312372116467441,0.3989760239760239,0.7782857886275742,0,14,9.616383616383615,2.759904750975448,0.9990009990009991,0.4595215437113142,130.97724779207255,0,0.0,0.0,0,0.0,0,0,0.0,116,22,0.9995841209829868,0.2749182738518387,1429,0.8042992123328484,18,118,6.555555555555555,13.11111111111111,17,0.3856209150326797,0.6358024691358024,101,2,0.1111111111111111,0.0,0.7777777777777778,11.007115115115116
pdc_2020_1100000.xes,1000,995,0.995,35638,16,130,35.638,34.0,22,17.982462456515794,323.368956,22.0,46.0,24.0,31.900367058204125,1.5894384574121645,28.81438171721676,1.4805458944744117,2.9100333431061083,0.5045867460720521,6.794535017597462,0.0286842105263157,0.0262280701754386,0.0159649122807017,0.0090350877192982,0.0044736842105263,0.0013157894736842,0.0008771929824561,0.0007894736842105,0.0002631578947368,8.77192982456141e-05,0.9367264976501852,-0.7308253488550025,0.002,0.014,0.054,0.104,0.204,0.502,0.751,1.0050251256281406,0.0707097853239713,14.000180374018417,194.00505050505035,800,0.8040201005025126,0.9992743602485752,0.2984614661741633,32,305,1987,1113.6875,987.0,499.6398351250128,249639.96484375,953.0,1347.0,394.0,0.4906746274627043,-0.5078096113601687,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0010050251256281,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0010050251256281,9.956,13.843,13.848,17.258,17.263,2.374,2.381,4.853,1.589,0.928,4.853,2.854,2.139,5.532,5.03,4.713,186852.3903255457,0.6558043479672865,230373.69092735864,0.6167510314572291,115902.5557463326,0.3102915984777951,146683.49420312155,0.3926976035473242,0.3068806193806194,0.9088615632768648,0,31,22.17982017982018,4.083987440506906,0.6223643352550698,0.3298347773262745,286.2471955035294,0,0.0,0.0,0,0.0,0,848,0.848,490,42,0.999957576828868,0.19750853060806,6414,0.8819292724295613,34,492,14.470588235294118,28.94117647058824,34,0.4385026737967914,0.57439446366782,459,2,0.0588235294117647,0.0,0.8823529411764706,45.04422822822823
pdc2023_11101011.xes,1000,999,0.999,25452,12,128,25.452,22.0,15,12.370193854584494,153.021696,17.0,30.0,13.0,23.27890007768229,1.494326062742561,21.65279013792484,2.248920780639632,8.518256026344476,0.4860205034804531,6.809840495627534,0.049051724137931,0.0237068965517241,0.0075862068965517,0.0034482758620689,0.0017241379310344,0.0003448275862068,0.0001724137931034,0.0,8.620689655172419e-05,8.620689655172408e-05,1.8953255445970412,2.215169749825602,0.002,0.01,0.05,0.1,0.2,0.5,0.75,1.001001001001001,0.0316227607586212,31.559483550970967,994.0010020040068,800,0.8008008008008008,0.9998551627419942,0.3228297801343538,35,150,2005,727.2,504.0,471.0203999221872,221860.21714285715,393.0,1002.0,609.0,1.231893653944632,1.0321742203234523,12,1,988,83.33333333333333,1.0,272.76740192984124,74402.05555555555,1.0,1.0,0.0,3.0151079227518407,7.090889093130089,0.012012012012012,5,1,992,200.0,2.0,396.0015151486166,156817.2,1.0,4.0,3.0,1.4999713235687393,0.2499617004924621,0.005005005005005,9.964,13.495,13.496,16.179,16.179,2.629,2.63,4.855,1.725,0.836,4.855,2.971,2.203,5.578,5.064,4.744,139893.58296597126,0.6800743567911686,166551.34816974166,0.6450501311161745,83687.38488385972,0.3241196134725182,106001.72106882404,0.410542603379583,0.4413586413586413,0.858395802850168,0,29,19.552447552447557,3.765278101855452,0.7682086890007682,0.4645599794271041,319.35235359912656,6,0.006,0.006,1,1.0,1,589,0.589,687,158,0.9998416835253672,0.1423063691714856,5133,0.8747476916676559,37,704,19.027027027027028,38.054054054054056,55,0.5285285285285285,0.4857560262965669,668,0,0.0,0.0,0.945945945945946,31.5485965965966
pdc2021_1101014.xes,1000,519,0.519,19093,3,156,19.093,12.0,4,19.12292736481525,365.686351,4.0,30.25,26.25,11.116404310795614,2.9512777942636004,6.795261863807296,1.5684072434859175,3.859014416142856,1.001567452197939,6.461345299274319,0.038235294117647,0.0130718954248366,0.0090196078431372,0.0035294117647058,0.0008496732026143,0.000392156862745,0.0001960784313725,0.0,0.0,6.535947712418308e-05,2.0649963827226503,3.039035533593153,0.185,0.378,0.489,0.532,0.584,0.74,0.87,1.9267822736030829,9.625473761720318,15.959917833664896,276.7164625802309,800,1.5414258188824663,0.905055785949486,0.2809982547332709,39,103,1461,489.56410256410254,387.0,322.01837778991904,103695.83563445102,271.0,557.5,286.5,1.3455476410359537,1.2009027819090656,9,1,978,111.11111111111111,2.0,306.5004783191644,93942.54320987656,1.0,7.0,6.0,2.4745948052608155,4.124208937566544,0.0173410404624277,9,1,505,111.11111111111111,5.0,185.4672444541949,34398.09876543211,1.0,80.0,79.0,1.3459523739845975,-0.016388828304505,0.0173410404624277,7.089,11.2,11.717,15.785,15.884,1.596,1.799,5.01,0.725,0.594,5.01,2.312,1.633,4.623,4.183,3.913,56642.09884474249,0.6425691744686386,98719.38383329162,0.524541811702547,49675.67065126761,0.2639498472251164,62727.98320620346,0.3333028294726118,0.6875944568252261,1.596416815019765,0,32,12.183816183816184,9.053960659212036,0.6381300049136429,0.665498237589842,146.58073463629418,262,0.262,0.323,4,1.7595419847328244,5,596,0.596,280,134,0.9995025263493972,0.1815549564199499,2955,0.8689810789738462,41,298,7.268292682926829,14.53658536585366,27,0.1817073170731707,0.8227245687091017,258,0,0.0,0.0,0.951219512195122,28.90745545545545
pdc_2020_1101110.xes,1000,996,0.996,28044,9,125,28.044,24.0,15,16.372173465975738,268.048064,16.0,34.0,18.0,24.33612185941741,1.687443613093895,21.38084463047784,1.835002305893978,5.06990433757638,0.5838030760938432,6.762161934386391,0.0336206896551724,0.0278448275862068,0.0125862068965517,0.0062931034482758,0.003103448275862,0.001551724137931,0.0004310344827586,0.0002586206896551,0.0002586206896551,0.0002586206896551,1.2403893676575857,-0.0818916717014897,0.002,0.013,0.053,0.103,0.203,0.502,0.751,1.0040160642570282,0.0632450431647534,15.684515684523529,244.00403225806463,800,0.8032128514056225,0.9994197794745664,0.2724856032110523,22,169,4009,1274.7272727272727,1066.0,819.010666032122,670778.4710743801,822.0,1362.5,540.5,1.5851865592354106,3.216337237360369,4,108,485,250.0,203.5,154.99516121479405,24023.5,111.75,341.75,230.0,0.5121769981376956,-1.3485434210727876,0.0040160642570281,4,91,464,250.0,222.5,139.7336752540346,19525.5,150.25,322.25,172.0,0.4841984628027032,-1.1784993198087246,0.0040160642570281,9.958,13.813,13.816,16.699,16.701,2.462,2.465,4.192,1.701,1.04,4.192,2.719,2.108,5.638,5.132,4.815,150764.67968008952,0.6659084013703102,183613.0633351842,0.6392912746379108,91310.59153612662,0.3179189072430572,116262.9035011789,0.404796142618087,0.3456543456543456,0.9629318232513306,0,21,14.395604395604396,3.017653794741164,0.5133220794324774,0.3930336355162844,158.2694283318479,191,0.191,0.21,2,1.099476439790576,1,960,0.96,310,26,0.9999737907453106,0.1784481547748843,5368,0.8617801459979878,24,318,13.25,26.5,45,0.5760869565217391,0.4479166666666666,295,0,0.0,0.0,0.9166666666666666,36.40320720720721
pdc2025_01100000.xes,1000,474,0.474,17483,9,70,17.483,15.0,9,9.771679026656576,95.485711,9.0,22.0,13.0,15.315140840717136,1.6499998778661549,13.664142751347386,1.4874476380487642,2.595121981349508,0.5589246140054095,6.770916980741779,0.0888524590163934,0.0275409836065573,0.0214754098360655,0.0122950819672131,0.0062295081967213,0.0037704918032786,0.001639344262295,0.001639344262295,0.0001639344262295,0.000327868852459,2.1288290599170114,3.3227105454101498,0.057,0.209,0.491,0.561,0.62,0.763,0.881,2.109704641350211,6.192805025994154,7.2284544040217105,52.49489201572784,800,1.6877637130801688,0.8919261138913618,0.3161600383016361,32,210,1000,546.34375,456.5,289.9521091248303,84072.2255859375,291.0,872.75,581.75,0.4090700107899235,-1.4208815196128108,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0021097046413502,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0021097046413502,7.367,10.6,11.77,14.126,14.83,1.655,2.368,4.797,1.116,0.713,4.797,2.44,1.788,4.491,4.088,3.842,46303.40965792938,0.6675336978395863,88909.31071360483,0.5205732836550581,45185.25650824841,0.2645643877396026,56784.95299788156,0.3324818200371221,0.5641545954045954,1.1784126921770788,0,31,13.947052947052947,5.230376369748604,0.7977494106876936,0.5704169380681235,206.2732638581546,0,0.0,0.0,0,0.0,0,513,0.513,434,84,0.9996261282914064,0.2238228847739806,2940,0.857601095524611,34,436,12.823529411764708,25.647058823529413,34,0.3885918003565062,0.6228373702422145,403,2,0.0588235294117647,0.0,0.8823529411764706,22.49043243243243
pdc2022_1101111.xes,1000,185,0.185,4563,1,19,4.563,3.0,2,3.2866443373142764,10.802031,2.0,6.0,4.0,3.59676894225666,1.98529945399874,2.9050071892644658,1.3159074127363524,1.6227324531284335,0.7202814677436503,6.677300728682319,0.2638888888888889,0.0411111111111111,0.1233333333333332,0.0566666666666667,0.0227777777777777,0.0233333333333333,0.0127777777777777,0.0066666666666666,0.0033333333333333,0.0016666666666666,1.8828250634011927,2.336628697794353,0.428,0.428,0.582,0.687,0.804,0.907,0.953,5.405405405405405,31.461224061219244,13.102608925269374,172.96527503339206,800,4.324324324324325,0.7557239094676712,0.3928047523063678,11,63,1118,414.8181818181818,258.0,324.34908752532726,105202.3305785124,185.0,691.5,506.5,0.8459416990713201,-0.5171317650136538,9,1,954,111.11111111111111,2.0,298.1649224634821,88902.32098765433,2.0,3.0,1.0,2.469878871072804,4.110530862631497,0.0486486486486486,9,1,607,111.11111111111111,58.0,182.51297941330364,33310.987654321,1.0,125.0,124.0,2.129140720765468,3.1133887902684583,0.0486486486486486,4.773,6.262,7.756,7.938,8.669,0.717,1.849,3.038,0.854,0.396,3.038,1.741,1.242,3.426,3.019,2.772,2953.885322392087,0.7536144130092123,14631.405271930633,0.3805640368978052,7379.353730137574,0.1919375885668069,9312.175727002996,0.2422104453472222,0.6561620197983835,1.3759450214299715,0,8,3.7822177822177823,2.1349392288804063,0.8288884028529,0.5194867888882633,40.59045507245897,46,0.046,0.046,1,1.0,1,263,0.263,68,13,0.9996201607012418,0.2551357824309683,838,0.744631193277741,13,86,6.615384615384615,13.23076923076923,20,0.5512820512820513,0.4911242603550295,74,0,0.0,0.0,0.8461538461538461,6.257197197197197
pdc2024_00010100.xes,1000,809,0.809,14888,11,19,14.888,14.0,12,2.735956139999324,7.485456,12.0,17.0,5.0,14.633471976604811,1.2054141082288885,14.37987298115396,0.0479748014829926,-1.4354200314710253,0.1837692195055967,6.8907687171838985,0.1624999999999998,0.1800000000000002,0.1374999999999999,0.1687500000000002,0.0,0.0,0.1474999999999998,0.1537500000000005,0.1612499999999998,0.1387499999999998,-1.35977687585606,0.0703915386015516,0.007,0.037,0.137,0.219,0.352,0.595,0.797,1.236093943139679,0.6229104073620081,3.498189139714728,16.322759168795162,800,0.9888751545117428,0.9693161738707574,0.5098462320935768,16,481,1481,930.5,1000.0,295.23486413362497,87163.625,852.75,1000.0,147.25,0.0311679882839535,-0.3334458455176499,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0012360939431396,2,487,513,500.0,500.0,13.0,169.0,493.5,506.5,13.0,0.0,-2.0,0.0024721878862793,9.528,10.1,10.271,12.471,12.626,1.426,1.698,3.924,1.503,1.017,3.924,2.373,1.899,4.617,4.128,3.82,38399.45702887092,0.75299491970828,78495.5625881608,0.5487337894954663,39412.17089748124,0.2755160823839958,49787.1723344296,0.3480439255741566,0.1604645354645354,0.5500474929545947,0,15,13.432567432567431,1.400620064518986,0.9022412300219932,0.1828352928572837,189.67153737228531,0,0.0,0.0,0,0.0,0,481,0.481,72,22,0.999966385578802,0.2432140723773371,2442,0.8434876854140386,18,75,4.166666666666667,8.333333333333334,16,0.2450980392156862,0.7685185185185185,58,4,0.2222222222222222,0.1111111111111111,0.5555555555555556,16.449717717717718
